X,CH1,CH2,CH3,Start,Increment
Sequence,Volt,Volt,Volt,-1.19E-04,2.00E-07
1104,1.24E+00,1.38E+01,1.36E+01,,
1105,1.84E+00,1.89E+01,1.86E+01,,
1106,1.50E+00,1.62E+01,1.52E+01,,
1107,1.64E+00,1.48E+01,1.61E+01,,
1108,1.60E+00,1.58E+01,1.60E+01,,
1109,1.56E+00,1.56E+01,1.57E+01,,
1110,1.60E+00,1.57E+01,1.57E+01,,
1111,1.56E+00,1.56E+01,1.59E+01,,
1112,1.56E+00,1.55E+01,1.58E+01,,
1113,1.60E+00,1.57E+01,1.59E+01,,
1114,1.60E+00,1.56E+01,1.58E+01,,
1115,1.56E+00,1.55E+01,1.60E+01,,
1116,1.60E+00,1.56E+01,1.59E+01,,
1117,1.56E+00,1.55E+01,1.60E+01,,
1118,1.56E+00,1.56E+01,1.59E+01,,
1119,1.60E+00,1.54E+01,1.60E+01,,
1120,2.08E+00,1.79E+01,1.36E+01,,
1121,1.08E+00,1.38E+01,1.87E+01,,
1122,2.00E+00,1.89E+01,1.87E+01,,
1123,1.48E+00,1.38E+01,1.38E+01,,
1124,1.52E+00,1.51E+01,1.56E+01,,
1125,1.62E+00,1.59E+01,1.65E+01,,
1126,1.60E+00,1.55E+01,1.62E+01,,
1127,1.56E+00,1.58E+01,1.60E+01,,
1128,1.60E+00,1.57E+01,1.61E+01,,
1129,1.56E+00,1.58E+01,1.62E+01,,
1130,1.60E+00,1.57E+01,1.61E+01,,
1131,1.56E+00,1.58E+01,1.63E+01,,
1132,1.60E+00,1.58E+01,1.63E+01,,
1133,1.56E+00,1.59E+01,1.61E+01,,
1134,1.60E+00,1.57E+01,1.54E+01,,
1135,1.56E+00,1.60E+01,1.71E+01,,
1136,1.60E+00,1.58E+01,1.55E+01,,
1137,1.56E+00,1.59E+01,1.63E+01,,
1138,1.60E+00,1.59E+01,1.62E+01,,
1139,1.56E+00,1.60E+01,1.60E+01,,
1140,1.60E+00,1.58E+01,1.60E+01,,
1141,1.56E+00,1.61E+01,1.61E+01,,
1142,1.60E+00,1.61E+01,1.61E+01,,
1143,1.56E+00,1.59E+01,1.60E+01,,
1144,1.60E+00,1.61E+01,1.61E+01,,
1145,1.56E+00,1.60E+01,1.60E+01,,
1146,1.56E+00,1.62E+01,1.61E+01,,
1147,1.60E+00,1.60E+01,1.60E+01,,
1148,1.60E+00,1.61E+01,1.61E+01,,
1149,1.56E+00,1.62E+01,1.60E+01,,
1150,1.56E+00,1.59E+01,1.61E+01,,
1151,1.64E+00,1.64E+01,1.57E+01,,
1152,1.64E+00,1.64E+01,1.61E+01,,
1153,1.56E+00,1.58E+01,1.58E+01,,
1154,1.60E+00,1.61E+01,1.60E+01,,
1155,1.58E+00,1.60E+01,1.58E+01,,
1156,1.60E+00,1.61E+01,1.58E+01,,
1157,1.56E+00,1.60E+01,1.59E+01,,
1158,1.60E+00,1.61E+01,1.59E+01,,
1159,1.56E+00,1.60E+01,1.58E+01,,
1160,1.60E+00,1.61E+01,1.59E+01,,
1161,1.56E+00,1.59E+01,1.58E+01,,
1162,1.56E+00,1.61E+01,1.59E+01,,
1163,1.60E+00,1.59E+01,1.57E+01,,
1164,1.60E+00,1.59E+01,1.58E+01,,
1165,1.56E+00,1.60E+01,1.59E+01,,
1166,1.60E+00,1.59E+01,1.58E+01,,
1167,1.56E+00,1.60E+01,1.57E+01,,
1168,1.60E+00,1.59E+01,1.57E+01,,
1169,1.56E+00,1.58E+01,1.58E+01,,
1170,1.60E+00,1.60E+01,1.57E+01,,
1171,1.56E+00,1.58E+01,1.58E+01,,
1172,1.60E+00,1.59E+01,1.58E+01,,
1173,1.56E+00,1.58E+01,1.57E+01,,
1174,1.60E+00,1.58E+01,1.58E+01,,
1175,1.56E+00,1.59E+01,1.56E+01,,
1176,1.60E+00,1.59E+01,1.58E+01,,
1177,1.56E+00,1.58E+01,1.57E+01,,
1178,1.60E+00,1.58E+01,1.57E+01,,
1179,1.56E+00,1.57E+01,1.56E+01,,
1180,1.60E+00,1.58E+01,1.56E+01,,
1181,1.56E+00,1.56E+01,1.57E+01,,
1182,1.60E+00,1.56E+01,1.57E+01,,
1183,1.56E+00,1.58E+01,1.56E+01,,
1184,1.60E+00,1.58E+01,1.56E+01,,
1185,1.56E+00,1.57E+01,1.57E+01,,
1186,1.84E+00,1.38E+01,1.36E+01,,
1187,1.24E+00,1.89E+01,1.84E+01,,
1188,1.66E+00,1.65E+01,1.63E+01,,
1189,1.50E+00,1.48E+01,1.53E+01,,
1190,1.60E+00,1.58E+01,1.60E+01,,
1191,1.56E+00,1.55E+01,1.57E+01,,
1192,1.60E+00,1.57E+01,1.57E+01,,
1193,1.56E+00,1.55E+01,1.59E+01,,
1194,1.60E+00,1.56E+01,1.58E+01,,
1195,1.56E+00,1.57E+01,1.59E+01,,
1196,1.60E+00,1.56E+01,1.59E+01,,
1197,1.56E+00,1.55E+01,1.58E+01,,
1198,1.60E+00,1.56E+01,1.59E+01,,
1199,1.56E+00,1.55E+01,1.58E+01,,
